"转让人","受让人","IPC分类号","申请人地区","受让人地址","转让人省份","受让人省份"
"广东工业大学","广州大鱼创福科技有限公司","G06T19/00; A63F13/52; G06F40/211; G06F40/289; G06N3/045; G06N3/0475; G06N3/094; G06F3/01","广东","510530 广东省广州市黄埔区科丰路85号801房","广东","51"
"松下电器产业株式会社","乐天株式会社","G06F7/00; G06F21/00; H04W88/02; G06F21/62; G06F21/60; G06F21/64","日本","日本国东京都品川区东品川四丁目12番3号140-0002","日本","日本"
"南京交通职业技术学院","合肥名龙电子科技有限公司","G06F13/42","江苏","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","江苏","23"
"三星电子株式会社","华为技术有限公司","H04L27/26; H04B7/06; H04J99/00; H04L1/02","韩国","广东省深圳市龙岗区坂田华为总部办公楼","韩国","广东"
"北京航空航天大学","北京掌行通信息技术有限公司","G06F16/2458; G06Q50/26","北京","100193 北京市海淀区东北旺西路8号中关村软件园一期27号楼B座303号","北京","10"
"英业达股份有限公司","国网上海市电力公司","G06F13/40","台湾","200122 上海市浦东新区源深路1122号","台湾","20"
"西门子公司","英飞凌科技股份有限公司","G06K19/077; B42D15/10; G06K19/07; H01L23/31; H01L23/498; H05K1/16; H05K3/34","德国","德国瑙伊比贝尔格市坎芘昂1-12号","德国","德国"
"芯鑫融资租赁(北京)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司","H04L1/00; H04L1/16; H04B1/707","上海","201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室","上海","20"
"北京嘀嘀无限科技发展有限公司","北京骑胜科技有限公司","G06Q10/04","北京","100082 北京市海淀区东北旺西路8号院34号楼二层203号","北京","10"
"广州小鹏自动驾驶科技有限公司","广州小鹏汽车科技有限公司","G06F3/16; G06F3/0484","广东","510640 广东省广州市天河区岑村松岗大街8号","广东","51"
"芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司; 芯鑫融资租赁(北京)有限责任公司","H04L12/26; H04L29/06","上海","201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 200127 上海市浦东新区自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室","上海","20"
"石家庄铁道大学","青岛理工大学","G06F17/50; G06T17/00","河北","266033 山东省青岛市市北区抚顺路11号","河北","26"
"中兴通讯股份有限公司","OPPO广东移动通信有限公司","H04L1/18; H04L1/16; H04L5/00","广东","523860 广东省东莞市长安镇乌沙海滨路18号","广东","52"
"京信通信系统(中国)有限公司; 京信通信系统(广州)有限公司; 京信通信技术(广州)有限公司; 天津京信通信系统有限公司","京信通信系统(中国)有限公司","H04L12/24","广东","510663 广东省广州市黄埔区经济技术开发区广州科学城神舟路10号","广东","51"
"苏州浪潮智能科技有限公司","腾讯科技(深圳)有限公司","G06F1/30; G06F11/30","广东","518000 广东省深圳市南山区高新区科技中一路腾讯大厦35层","广东","51"
"徐州工业职业技术学院","慈溪市上林电子科技有限公司","G06F21/84; G06F1/16","江苏","315300 浙江省宁波市慈溪市掌起镇五姓点村工业路10号","江苏","31"
"王杰","广州大学","G06F3/01","广东","510006 广东省广州市广州大学城外环西路230号","广东","51"
"展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司","H04L12/26; H04L12/24; H04B17/00; H04M1/24","上海","200127 上海市浦东新区自由贸易试验区张杨路707号32楼3205F室; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元","上海","20"
"广东工业大学","合肥名龙电子科技有限公司","G06Q20/40; G06F21/55; H04L9/40","广东","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","广东","23"
"惠州TCL移动通信有限公司","深圳市凌晨知识产权运营有限公司","G06F13/40","广东","518000 广东省深圳市龙华区大浪街道陶元社区鹊山云峰路3号49栋909","广东","51"
"苏州格目软件技术有限公司","暗物智能科技(广州)有限公司","G01C21/34","广东","511458 广东省广州市南沙区金隆路37号16层整层(仅限办公)","广东","51"
"华为技术有限公司","苏州鱼得水电气科技有限公司","H04L12/24","广东","215010 江苏省苏州市高新区长江路556号5幢704室","广东","21"
"首都师范大学","深圳泓越信息科技有限公司","G06F21/78; G06F21/60; G11C13/02","北京","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","北京","51"
"上海掌门科技有限公司","上海连尚网络科技有限公司","H04L12/58; G06F3/01; G06F3/0488; G06Q50/00","上海","200120 上海市浦东新区泥城镇云汉路979号2楼","上海","20"
"盐城工学院","盐城工学院; 盐城工学院技术转移中心有限公司","C02F3/12; G06N3/0499; G06N3/08; C02F101/30; C02F101/38","江苏","224051 江苏省盐城市亭湖区希望大道中路1号","江苏","22"
"曲阜师范大学","龙图腾网科技(合肥)股份有限公司","H02N15/00; H02P21/28; H02P21/26; H02P21/00","山东","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","山东","23"
"浙江理工大学","合肥名龙电子科技有限公司","G06T7/00; G06T7/136","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","浙江","23"
"深圳大学","深圳市兴海物联科技有限公司","G06K9/00; G06K9/62","广东","518000 广东省深圳市福田街道福虹路世贸广场C座26-1","广东","51"
"西尔弗布鲁克研究股份有限公司","谷歌公司","G06T5/00; B41J2/52; B41J2/525; B41J29/393; G06T1/00; G06T3/40; G06T3/60; G06T5/20; H04N1/387; H04N1/405; H04N1/409; H04N1/46; H04N1/60; H04N9/07","澳大利亚","美国加利福尼亚州","澳大","美国"
"西安科技大学","浙江知多多网络科技有限公司","G06Q10/04; G06F30/20; G06Q10/06; G06Q50/02","陕西","311100 浙江省杭州市余杭区仓前街道海创科技中心2号楼4层407-10室","陕西","31"
"国电南瑞科技股份有限公司","国电南瑞科技股份有限公司; 南瑞集团有限公司","H04L9/40","江苏","211106 江苏省南京市江宁经济技术开发区诚信大道19号2幢","江苏","21"
"北京拓思德科技有限公司; 北京奇禄管理咨询有限公司; 田雪松","田雪松; 北京拓思德科技有限公司; 北京奇禄管理咨询有限公司","G06F3/0354; G06F3/038","北京","100098 北京市海淀区北三环西路甲18号院2号楼803-3; 100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100029 北京市朝阳区北辰西路69号峻峰华亭D座1012; 100044 北京市海淀区中关村大街18号8层04-758","北京","10"
"重庆大学","罗普特(厦门)科技集团有限公司","G06K9/46; G06K9/66","重庆","361100 福建省厦门市翔安区厦门火炬高新区(翔安)产业区翔岳路69号东南三层","重庆","36"
"东南大学","华为技术有限公司","H04L1/00; H04L1/06; H04L27/26","江苏","518129 广东省深圳市龙岗区坂田华为总部办公楼","江苏","51"
"烽火通信科技股份有限公司; 武汉长江计算科技有限公司","武汉长江计算科技有限公司; 烽火通信科技股份有限公司","G06F12/02; G06F12/08; G06F12/0871","湖北","430000 湖北省武汉市东湖新技术开发区关东科技园线缆大楼三楼局部","湖北","43"
"因芬尼昂技术股份公司","西门子公司","H04L1/00; H04L25/03; H03M13/29; H03M13/41; H04B7/005","德国","德国慕尼黑","德国","德国"
"辽宁科技大学","合肥智慧龙机械设计有限公司","G06F30/20; G01N25/20; G06F111/10; G06F113/08; G06F119/08","辽宁","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","辽宁","23"
"诺基亚通信公司","乌索投资有限公司","H04L29/06; H04L29/08; H04M1/725; H04M7/00; H04M3/42; H04M1/72406; H04M1/72445","芬兰","美国加利福尼亚","芬兰","美国"
"努比亚技术有限公司","北京神州数码云科信息技术有限公司","G06F9/455; G06F9/50","北京","100000 北京市海淀区上地九街9号3层301号","北京","10"
"上海斐讯数据通信技术有限公司","和宇健康科技股份有限公司","G06F9/54","上海","510627 广东省广州市天河区海安路13号之一2003、1801、1804房","上海","51"
"秒针信息技术有限公司","上海明胜品智人工智能科技有限公司","G10L17/00; G10L17/02; G10L17/04; G06Q10/10","上海","200232 上海市徐汇区龙兰路277号2号楼5楼5B06单元","上海","20"
"飞思卡尔半导体公司","苹果公司","H04L1/02; H04B7/02","美国","美国加利福尼亚","美国","美国"
"阿里巴巴集团控股有限公司","阿里巴巴新加坡控股有限公司","G06F3/0482; G06F3/048","开曼群岛","新加坡勿拉士峇沙路51号来赞达一号大厦#01-21","开曼","新加"
"北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松","北京拓思德科技有限公司; 北京奇禄管理咨询有限公司; 田雪松","G06F3/0354; G06F3/038","北京","100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100044 北京市海淀区中关村大街18号8层04-758; 100098 北京市海淀区北三环西路甲18号院2号楼803-3; 100029 北京市朝阳区北辰西路69号峻峰华亭D座1012","北京","10"
"广西师范大学","广州大鱼创福科技有限公司","G06F11/07","广西","510530 广东省广州市黄埔区科丰路85号801房","广西","51"
"广东电网有限责任公司电力科学研究院","南方电网电力科技股份有限公司","H04L12/24","广东","510000 广东省广州市越秀区西华路捶帽新街1-3号华业大厦附楼501-503室","广东","51"
"奇智软件(北京)有限公司","奇智软件(北京)有限公司; 北京奇虎科技有限公司","G06F17/30","北京","100016 北京市朝阳区酒仙桥路14号兆维大厦4层东侧单元; 100088 北京市西城区新街口外大街28号D座112室(德胜园区)","北京","10"
"浪潮软件集团有限公司","浪潮云信息技术股份公司","G06F16/11; G06F16/182; G06F11/14","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","山东","25"
"杨娟","无锡臻永科技有限公司","G06K9/00; G06K9/40; H04N7/18; B08B3/02; G05B19/042","江苏","214000 江苏省无锡市梁溪区南湖大道855号801-02室","江苏","21"
"鸿海精密工业股份有限公司; 鸿富锦精密工业(深圳)有限公司","北京智谷技术服务有限公司","H04L12/28; H04L9/32; H04M7/00; H04W12/06; H04W88/02","广东","100085 北京市海淀区小营西路33号1层1F06室","广东","10"
"南京林业大学","南京理工大学","G06T5/00; G06N3/0464; G06N3/08","江苏","210094 江苏省南京市玄武区孝陵卫200号","江苏","21"
"浙江工业大学","安徽大学","G06F17/50","浙江","230601 安徽省合肥市九龙路111号","浙江","23"
"华东交通大学","深圳泓越信息科技有限公司","G06F40/58; G06F40/30; G06F40/211; G06F40/126; G06F16/35; G06F16/332; G06N3/04; G06N3/08","江西","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江西","51"
"郑州航空工业管理学院","合肥龙智机电科技有限公司","G06V10/147; G06V20/00; G06V10/40; G06V10/764; G06V10/74; G06V10/28","河南","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","河南","23"
"阿里巴巴(中国)有限公司","阿里云计算有限公司","G06F40/211; G06F9/54","浙江","310024 浙江省杭州市西湖区转塘科技经济区块12号","浙江","31"
"中南大学","湖南新云网科技有限公司","G06F9/455; H04L29/06; H04L29/08","湖南","410000 湖南省长沙市雨花区人民东路46号铭诚大厦2118号","湖南","41"
"王美金","浩德科技股份有限公司","G06K7/10; G06K19/077","上海","200050 上海市长宁区协和路1158号217-5室","上海","20"
"武汉斗鱼网络科技有限公司","芽米科技(广州)有限公司","G06F8/20; G06F8/75","湖北","510530 广东省广州市黄埔区科丰路85号801房","湖北","51"
"国电南瑞科技股份有限公司","国电南瑞科技股份有限公司; 国电南瑞南京控制系统有限公司","G06F17/00; F03D7/00","江苏","210061 江苏省南京市高新技术开发区高新路20号","江苏","21"
"山东爱城市网信息技术有限公司","浪潮云信息技术股份公司","G06F11/34; G06F16/2458; G06F16/27; G06F16/901; G06F21/62","山东","250100 山东省济南市高新区浪潮路1036号浪潮科技园S01号楼","山东","25"
"山东师范大学","东旭科技集团有限公司","G06F9/50; G06N5/04; H04L67/1001; H04L67/12","山东","100071 北京市丰台区四合庄路2号院4号楼1至17层101内11层1112","山东","10"
"中山大学","广州视源电子科技股份有限公司","G06T13/80","广东","510530 广东省广州市黄埔区云埔四路6号","广东","51"
"中兴通讯股份有限公司","江苏永鼎通信有限公司","H04L29/10","广东","215000 江苏省苏州市吴江区黎里镇越秀路888号","广东","21"
"国际商业机器公司","乐天株式会社","G06F3/06","美国","日本东京都","美国","日本"
"阿里巴巴集团控股有限公司","阿里巴巴达摩院(杭州)科技有限公司","G06F17/30",NA,"浙江省杭州市余杭区五常街道文一西路969号3幢5层516室","Unknown","浙江"
"四川九成信息技术有限公司","广西电网有限责任公司","H04L29/08; G06F17/30; H04L12/24","广西","530000 广西壮族自治区南宁市兴宁区民主路6号","广西","53"
"阿尔特拉公司","英特尔公司","G06F7/52; H03K19/173; H03K19/177; G06F17/50","美国","美国加利福尼亚州","美国","美国"
"杭州电子科技大学","西安慧脑智能科技有限公司","G06F3/01; A61B5/0476","浙江","710075 陕西省西安市高新区丈八街办科技二路清华科技园D座25层","浙江","71"
"惠州TCL移动通信有限公司","深圳市华熹投资有限公司","G06F3/041; G06F3/0488","广东","518000 广东省深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司)","广东","51"
"宇龙计算机通信科技(深圳)有限公司","深圳传音控股股份有限公司","H04L9/32; H04W60/00","广东","518057 广东省深圳市南山区粤海街道深南大道9789号德赛科技大厦标识层17层(自然层15层)1702-1703号","广东","51"
"美国博通公司","恩智浦美国有限公司","G06K19/067; G06K7/00","美国","美国德克萨斯州","美国","美国"
"京信通信技术(广州)有限公司","京信通信系统(中国)有限公司; 京信通信系统(广州)有限公司; 京信通信技术(广州)有限公司; 天津京信通信系统有限公司","H04L1/16","广东","510663 广东省广州市经济技术开发区广州科学城神舟路10号","广东","51"
"安科机器人有限公司","福建爱特点信息科技有限公司","G06F3/06","福建","350000 福建省福州市马尾区湖里路27号1#2-45F室(自贸试验区内)","福建","35"
"重庆邮电大学","南方电网互联网服务有限公司","G06F40/289; G06F16/33","重庆","510000 广东省广州市越秀区东风东路757号大院办公综合楼606-609房(不可作厂房使用)","重庆","51"
"广元量知汇科技有限公司","城云科技(中国)有限公司","G06Q30/06; G06Q10/02; G06Q50/14; G07C9/00","浙江","310052 浙江省杭州市滨江区长河街道江南大道588号恒鑫大厦主楼17层、18层","浙江","31"
"重庆邮电大学","芜湖中浦智能装备有限公司","G06T7/136; G06T7/00; G06N3/04; G06V10/25; G06V10/44; G06V10/774; G06V10/82","重庆","241000 安徽省芜湖市芜湖经济技术开发区万春街道纬二次路36号","重庆","24"
"天津师范大学","合肥名龙电子科技有限公司","G06T7/00; G06N3/04","天津","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1015","天津","23"
"深圳市汇顶科技股份有限公司","芜湖中浦智能装备有限公司","G06V40/13","广东","241000 安徽省芜湖市芜湖经济技术开发区万春街道纬二次路36号","广东","24"
"因芬尼昂技术股份公司","英飞凌科技股份有限公司","G06F9/38; G06F9/30; G06F9/44; G06F9/45; G06F9/50; G06F15/16; G06F8/41","德国","德国新比贝格","德国","德国"
"西安邮电大学","赛特斯信息科技股份有限公司","H04L12/12; H04L12/24; H04L12/803","陕西","210042 江苏省南京市玄武区玄武大道699号-22号18幢","陕西","21"
"苏州大学张家港工业技术研究院; 苏州大学","苏州大学","H04L27/34; H04L25/03","江苏","215000 江苏省苏州市吴中区石湖西路188号","江苏","21"
"广西师范大学","龙图腾网科技(合肥)股份有限公司","G06F21/62; G06N20/20; G06K9/62","广西","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼1楼","广西","23"
"南通大学","深圳泓越企业管理咨询有限公司","G06K19/06; G06F21/60; G06Q30/00; H04L9/00","江苏","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1104","江苏","51"
"北京天仪百康科贸有限公司","蚌埠科睿达机械设计有限公司","G06Q10/06; G06Q10/00; G06Q10/10; G06T7/00; H04L12/18; H04L29/06; H04L29/08; G06N3/08; G06N3/04","安徽","安徽省蚌埠市蚌山区万达广场公寓B栋0单元10层1019室","安徽","安徽"
"奕力科技股份有限公司; 奕力科技(开曼)股份有限公司","奕力科技(开曼)股份有限公司; 奕力科技股份有限公司","G06F3/044","台湾","开曼群岛大开曼岛西湾路802号芙蓉道宏阁邮政信箱; 中国台湾新竹县竹北市台元二街1号10楼之1","台湾","开曼"
"哈尔滨工业大学","北京天融信网络安全技术有限公司; 北京天融信科技有限公司; 北京天融信软件有限公司","H04L12/18; G06F17/30","黑龙江","100085 北京市海淀区上地东路1号院3号楼四层","黑龙","10"
"四川新环佳科技发展有限公司","广东奥飞数据科技股份有限公司","G06F16/27; H04L29/08","广东","511458 广东省广州市南沙区进港大道80号421房","广东","51"
"淮阴工学院","上海观安信息技术股份有限公司","H04L29/06; H04L29/08","江苏","201306 上海市浦东新区泥城镇云端路1412弄15号二层1室","江苏","20"
"国际商业机器公司","联发科技股份有限公司","G06F3/033; G06F3/00; G06F3/041; G06F3/14","美国",NA,"美国","Unknown"
"华为技术有限公司","腾讯科技(深圳)有限公司","G06F3/14; H04L29/06","广东","518057 广东省深圳市南山区高新科技园科技中一路腾讯大厦","广东","51"
"南昌欧菲光科技有限公司","南昌欧菲显示科技有限公司","G06F3/041; G02F1/1333","江西","330100 江西省南昌市小微工业园办公楼二楼","江西","33"
"河南大学","深圳市兴海物联科技有限公司","H04L43/04; H04L43/045; H04L67/12; H04L69/04","广东","518000 广东省深圳市福田区福田街道福南社区世贸广场101-1","广东","51"
"平头哥(上海)半导体技术有限公司","阿里巴巴达摩院(杭州)科技有限公司","G06F3/06; G06N3/063","浙江","311121 浙江省杭州市余杭区五常街道文一西路969号3幢5层516室","浙江","31"
"上海明略人工智能(集团)有限公司","秒针信息技术有限公司","G06F16/9535; G06F16/958; G06Q30/06","上海","100000 北京市朝阳区望京新兴产业区利泽中园一区一号3幢一层A111","上海","10"
"西门子公司","因芬尼昂技术股份公司","G06K19/07; G06K7/08; G06K7/00; G06K7/10; H04L27/06","德国",NA,"德国","Unknown"
"广州知弘科技有限公司","国网江苏省电力有限公司信息通信分公司","H04L29/06; H04L9/32; G06F21/62; G06F21/60; G06F21/31","江苏","210000 江苏省南京市北京西路20号","江苏","21"
"刘伟","浩德科技股份有限公司","G06K9/46","上海","200050 上海市长宁区协和路1158号217-5室","上海","20"
"杨明","泰州无印广告传媒有限公司","G06T7/00; G06T7/62; G06T5/00","江苏","225300 江苏省泰州市海陵区鼓楼北路京都花园西侧南侧麦创空间9室","江苏","22"
"诺基亚公司","高通股份有限公司","H04L1/06; H04B7/06; H04J99/00; H04B7/02","芬兰","美国加利福尼亚州","芬兰","美国"
"浪潮软件科技有限公司","浪潮通信技术有限公司","H04L69/18; H04L69/08; H04W80/02","山东","266107 山东省青岛市城阳区丹山工业园湘潭路2号","山东","26"
"成都酷狗创业孵化器管理有限公司; 广州酷狗计算机科技有限公司","广州酷狗计算机科技有限公司; 成都酷狗创业孵化器管理有限公司","H04N21/2187; H04N21/239; H04N21/254; H04N21/262; H04N21/442; H04N21/4627; H04N21/466; H04N21/81; G06F16/635; G06F16/9535","四川","510660 广东省广州市天河区黄埔大道中315号自编1-17; 610000 四川省成都市中国(四川)自由贸易试验区成都高新区天府大道中段500号1栋41楼4119","四川","51"
"摩托罗拉公司","飞思卡尔半导体公司","H04L25/06; H04L27/00; H03M3/00; H03M3/02; H04B1/26","美国",NA,"美国","Unknown"
"展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁有限责任公司; 芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司","H04L27/26","上海","200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室; 361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室","上海","20"
"华中科技大学","中天宽带技术有限公司","H04L27/36; H04L27/20; H04B10/556; H04B10/50; H04B10/54","湖北","226400 江苏省南通市如东县河口镇中天工业园区","湖北","22"
"中国科学院上海微系统与信息技术研究所","上海无线通信研究中心","H04L25/03; H04L27/26; H04B7/06","上海","201210 上海市浦东新区海科路100号8号楼4楼","上海","20"
"北京百度网讯科技有限公司","阿波罗智联(北京)科技有限公司","B60R22/48; B60W40/08; B60W50/14","北京","100176 北京市大兴区北京经济技术开发区瑞合西二路7号院1号楼1层101","北京","10"
"乐视网信息技术(北京)股份有限公司","上海掌门科技有限公司","G06F17/30","北京","201203 上海市浦东新区张衡路666弄1号7楼","北京","20"
"江苏大学","常熟市知识产权运营中心有限公司","H02P21/00; H02P27/06","江苏","215500 江苏省苏州市常熟市草荡路13号","江苏","21"
"皇家菲利浦电子有限公司","NXP股份有限公司","G06K19/07; G06K17/00; G06K19/077","荷兰",NA,"荷兰","Unknown"
"南方电网数字电网研究院股份有限公司","南方电网数字电网科技(广东)有限公司","G06F16/31; G06F16/33; G06F40/216; G06F40/284; G06Q50/06","广东","510000 广东省广州市黄埔区光谱中路11号2栋3单元14层全层","广东","51"
"努比亚技术有限公司","深圳市兆能讯通科技有限公司","G06F3/01; G06F3/0481; G06F3/0484; G06T19/20","广东","518000 广东省深圳市光明新区光明街道白花社区大外环路南侧汇得宝工业园七栋厂房第5层","广东","51"
"宁波大学","合肥九州龙腾科技成果转化有限公司","G06F30/392; G06N3/006","浙江","230000 安徽省合肥市蜀山经济开发区井岗路电商园一期2号楼203","浙江","23"
"西安建筑科技大学","深圳万知达科技有限公司","G06F30/17; G06F30/20","广东","518000 广东省深圳市龙华区大浪街道横朗社区华兴路13号智云产业园A栋1002","广东","51"
"重庆大学","成都希盟泰克科技发展有限公司","H04L1/16; H04L1/18; H04L29/06","四川","610041 四川省成都市高新区世纪城南路216号D5栋9层","四川","61"
"展讯通信(上海)有限公司; 芯鑫融资租赁(厦门)有限责任公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","芯鑫融资租赁(厦门)有限责任公司; 展讯通信(上海)有限公司; 芯鑫融资租赁(北京)有限责任公司; 芯鑫融资租赁有限责任公司","H04L29/02","上海","361012 福建省厦门市中国(福建)自由贸易试验区厦门片区象屿路97号厦门国际航运中心D栋8层05单元; 201203 上海市浦东新区张江高科技园区祖冲之路2288弄展讯中心1号楼; 201203 上海市浦东新区中国(上海)自由贸易试验区祖冲之路2288; 100033 北京市西城区金融街乙9号威斯汀行政公寓2062室; 200127 中国(上海)自由贸易试验区张杨路707号32楼3205F室","上海","36"
"南京南瑞继保电气有限公司; 南京南瑞继保工程技术有限公司","昆明电力交易中心有限责任公司","G06F11/36; G06Q50/06","江苏","650011 云南省昆明市官渡区拓东路73号","江苏","65"
"北京旷视科技有限公司","原力金智(重庆)科技有限公司","G06T3/00","北京","401100 重庆市渝北区两江新区卉竹路2号9幢2层257号","北京","40"
"努比亚技术有限公司","爱云保(上海)科技有限公司","G06F9/451; G06F16/51","上海","200050 上海市长宁区娄山关路500号7-59室","上海","20"
"浪潮(北京)电子信息产业有限公司","苏州浪潮智能科技有限公司","G06F16/188; G06F21/62","江苏","215100 江苏省苏州市江苏吴中区吴中经济开发区郭巷街道官浦路1号9幢","江苏","21"
"汪风珍","深圳市兆能讯通科技有限公司","G06F11/10","湖南","518000 广东省深圳市光明新区光明街道白花社区大外环路南侧汇得宝工业园七栋厂房第5层","湖南","51"
"重庆工业职业技术学院","合肥智慧龙机械设计有限公司","G06N20/00; G06K9/62; G06Q50/20; G06Q10/00","重庆","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-1018","重庆","23"
"山东汇贸电子口岸有限公司","山东爱城市网信息技术有限公司","G06F17/27; G06F17/30","山东","250100 山东省济南市高新区浪潮路1036号浪潮大厦S01楼3110室","山东","25"
"惠州TCL移动通信有限公司","池州市谦跃信息技术有限公司","G06V40/13; G06V10/96","安徽","247100 安徽省池州市贵池区清溪街道长江南路与石城大道交叉口两侧3号地块商会大厦407","安徽","24"
"江苏大学","广州大鱼创福科技有限公司","G06N3/08","江苏","510530 广东省广州市黄埔区科丰路85号801房","江苏","51"
"哈尔滨理工大学","重庆理工大学","G06F30/23; G06F119/08; G06F119/14","重庆","401320 重庆市巴南区红光大道69号","重庆","40"
"东莞市华睿电子科技有限公司","深圳市马博士网络科技有限公司","G06F21/84; H04L51/04; H04L51/046; H04L51/52; H04L51/10","广东","518000 广东省深圳市南山区粤海街道深南大道10128号南山软件园东塔601室","广东","51"
"蒋兴德","北方工业大学","G06T5/00; G06T7/11; H04N7/14; G06F21/60","北京","100144 北京市石景山区晋元庄路5号","北京","10"
"浪潮集团有限公司","山东浪潮科学研究院有限公司","G06F13/40","山东","250000 山东省济南市高新区浪潮路1036号S02号楼","山东","25"
"田雪松; 北京拓思德科技有限公司; 北京奇禄管理咨询有限公司","北京奇禄管理咨询有限公司; 北京拓思德科技有限公司; 田雪松","G06F3/042; G03B21/60","北京","100029 北京市朝阳区北辰西路69号峻峰华亭D座1012; 100044 北京市海淀区中关村大街18号8层04-758; 100083 北京市海淀区花园东路10号高德大厦十一层1108号; 100098 北京市海淀区北三环西路甲18号院2号楼803-3","北京","10"
"诺基亚(中国)投资有限公司; 诺基亚公司","诺基亚公司; 诺基亚(中国)投资有限公司","H04L27/26; H04B7/005; H04J11/00","北京","芬兰埃斯波; 100176 北京市经济技术开发区东环中路5号","北京","芬兰"
"英特尔公司","谷歌有限责任公司","G06F1/32; G06F15/163","美国","美国加利福尼亚州","美国","美国"
"长安大学","西安航空学院","G06F18/2413; G06F18/2323; G06F18/22; G06Q10/20; G06Q50/08","陕西","710077 陕西省西安市西二环259号","陕西","71"
"山东浪潮人工智能研究院有限公司","浪潮集团有限公司","G06F1/02","山东","250100 山东省济南市高新区浪潮路1036号","山东","25"
"浙江师范大学","莫毓昌","G06F17/00; G06Q50/20","浙江","321000 浙江省金华市迎宾大道688号","浙江","32"
"杭州电子科技大学","合肥龙智机电科技有限公司","G06Q10/04; G06Q30/0201; G06Q50/06","浙江","230000 安徽省合肥市蜀山区甘泉路81号沃野花园商办楼B-2704","浙江","23"
"阿里巴巴(中国)有限公司","优视科技有限公司","G06F8/41","北京","100080 北京市海淀区西小口路66号中关村东升科技园·北领地B-6楼A座7层A706","北京","10"
